id,open_edges
14543,107039
14544,107061
14545,107069-114289-114291-114507
14546,107101
14547,107113
14548,107119-107129-107467-108809-108818-110640-111431-112317-153559
14549,107137-107139-108151-108693-124664-124703-138352-139395
14550,107141
14551,107149-116878-148554
14552,107175-112016-112125
14553,107209-109341
14554,107211-124819-128290-129554-132965-135901
14555,107213-107311-109581-109583-109595-109599-114125-116701-118071-118727-131727-131737-131739-154759-161813-161855
14556,107225
14557,107255
14558,107265
14559,107287-107605
14560,107291
14561,107302-116741-121899-124377-137179-140363-140429-151149-158275
14562,107303-121633-126868
14563,107367-126527-127338-146668-146753-155507-155999
14564,107381
14565,107407-107559-111115-113901-117023-126553
14566,107411
14567,107423
14568,107445
14569,107457
14570,107461-109739-115670
14571,107513
14572,107515-107517-108277-108295-108299-108404-108417-108420-108425-108477-108482-108535-108545-108683-108799-111149-111887-111899-111929-112311-113979-113993-114271-114327-116753
14573,107519
14574,107541-107915-108489-108983-108984-109487-151681
14575,107547-107709-110116-112581-112901-121066
14576,107549-107551-107947-107981-113258-128841-128863-130299-130359-130361-132559-139619-143728-147232-156309-157169-159883
14577,107561
14578,107573
14579,107579-107591-115031-115205-115273-120489-121024-121045-140061-140083-151694-151733-159308-159992
14580,107597-107615-107627-108399-108814-110653-110700-129387
14581,107599
14582,107609
14583,107628-110015
14584,107629-127509-148252
14585,107633-107667-107671-107763-107793
14586,107647-108143
14587,107651
14588,107659-107691
14589,107677
14590,107751
14591,107757-147004
14592,107773
14593,107791
14594,107797-146089-146247
14595,107805-108046-111745-112039-112072
14596,107829
14597,107839
14598,107845-107863
14599,107871-108045
14600,107879-107971-157465
14601,107889-107892
14602,107893-120408-120573-127528-127597-128734-151596
14603,107905-107941-108115-109305-109397-109427
14604,107907-137129
14605,107921-107929
14606,107927-107931-133002
14607,107935
14608,107951-108613-133839-161519
14609,107953-108009
14610,107975-107997-141644-141646-142219-148273
14611,107989-116355-121971-126113
14612,108001-108645
14613,108021-109477
14614,108025-108055
14615,108039-108685-111325-111711-111919-113511-129925
14616,108041-108107-108421-108475-108484-109264-109475-109648-109651-109674-109703-110085-111222-111255-112387-114018-114021-114283-114297-115588-117106-118890-128303-155534-155997-156000-156018-157104-157116-157209-157217-158287-160517-160587
14617,108047
14618,108081-108094-108105
14619,108095
14620,108111-108485-110579-110955-110969-114281-116037-116679-116686-117955-119239-119347-121249-121373-121484-121893-121978-122005-122222-122291-122303-122332-122686-122695-125249-125252-126843-126928-128369-128371-128903-129103-131827-131829-131831-131833-131835-131837-131839-132404-132493-133064-133067-133087-133089-133329-133407-133536-134504-134547-135577-137051-139105-140791-146733-146734-146736-156222-156224-156227-156229-156231
14621,108125-108131-128270
14622,108127-108139
14623,108133-128181-137508
14624,108137-108359-108549-108551-109473
14625,108173
14626,108179-108211-108233-108937-108939-109005-109007
14627,108183-108219-108245-108317-108372
14628,108207-108433-109923-125001
14629,108217-108377-110209-114871-115278-115324
14630,108223
14631,108229-108253-109321-109337-109353-109383-109727-111049-111434-112268-112402-113347-117445-137933
14632,108231-108279-108287-108611-114827-115125-153931
14633,108235-108259-108293-113991-114019-117173-117458
14634,108239-108251-108255-108341-108405-108478-108483-108493-108537-108679-108755-108797-108800-108807-108823-108873-108945-108985-109035-109037-109143-109367-109371-109409-109421-109845-109906-109953-109962-109965-109973-110017-110019-110613-110644-110647-110657-111056-111083-115667
14635,108249
14636,108257-110027-111615-113650-113829-115355-115547-115962-123211-123258
14637,108263-108391-110049
14638,108269-108409-108411
14639,108281-108437-108465-108469-109355-109561
14640,108291-109095
14641,108305-127086-131063-135671-156714
14642,108315-108788-109065-109699-109701-109740-109817-109863-110102-110155-110667-110675-111019-111036-111086-111198-111339-112093-112099-113981-114045-114064-116765-116781-137183-158742
14643,108321
14644,108337-161119-161203
14645,108339-108781-108789
14646,108343-108375-109414-109431-109800-109885-109933-109983-110183-110197-110271-110577-110698-112133-112134-112140-112475-123703-123986-124172-125429-125487-125666-125689-125754-129453-129881-129932-133542-133595-134820-135476-144274-144443-162386
14647,108357
14648,108363
14649,108365
14650,108373-108785
14651,108393-109061-111363-115279-115325
14652,108395-108401-109429-109501-118594-118900
14653,108397-108875-109117-109263-110759-110875-118879-127121-131411-131413-144963
14654,108403
14655,108419
14656,108423
14657,108427
14658,108428-108479
14659,108429-108675-108801-119635
14660,108435-119575
14661,108447
14662,108451
14663,108453
14664,108463-108705
14665,108471
14666,108497-112211
14667,108507-108757
14668,108513-111539-112791-113005-114258-114275
14669,108553
14670,108557-108559-145041
14671,108567-115573-115637-115641-116027-121291
14672,108609-109265-148387-148399-148413-148548-152465
14673,108619
14674,108639-109047
14675,108657-108836
14676,108687-121438-121871-123503-124097-124127-127087-141497
14677,108690
14678,108691
14679,108703-110332-110391-114209-114447-114458
14680,108717-137195-138721-143820-151078
14681,108731-109093-109499-109818-109823-109900-109907-109980-110427-110745-111213-112205-112467-112473-112969-113041-113126-113251-113357-113389-113651-113737-117029-118633-119316-119318-120477-120681-120973-121923-121949-122773-123067-123071-123652-124953-125267-125503-125691-125755-140562-143208-152495-152627-154286-154568-155469-155562-157401-157475-158652-159111-161023-161035
14682,108733
14683,108735-108815-109149-109415-119233-119272
14684,108747-109809-115338-119434-119486
14685,108795
14686,108817
14687,108819
14688,108827-109283-143141-143145
14689,108837-108955
14690,108843
14691,108853-108863-109345-109723-109735-109881-109883-109895-109903-109905-109993-162257
14692,108859
14693,108869-109103
14694,108871
14695,108885
14696,108887
14697,108889
14698,108891
14699,108893
14700,108895
14701,108897
14702,108899
14703,108901
14704,108903
14705,108905
14706,108907
14707,108909
14708,108911
14709,108913
14710,108915
14711,108917
14712,108919
14713,108921
14714,108923
14715,108925
14716,108927
14717,108929
14718,108931
14719,108933
14720,108935
14721,108965-109960-109984-112589-126277-144519-148145-157573
14722,108971-109349-109417-109570-109741-109821-110247-110266-147184-161084
14723,108975
14724,108981-109505-109531-109565-110505-141347-141525-141712-141750-150042
14725,109001-115737-115853-116820-138509-149715
14726,109017-114265-132745-132761-137594-143782-144215
14727,109033
14728,109073-109077-122372-122417-128027-134538
14729,109075-109947-112613-147355-149674-151097-155447
14730,109083-110131
14731,109085-109339-109469-109593-109623-109849-119463-129095-134409-139107-139419-152124
14732,109104-109106-109509-112097
14733,109105-109107-109455-113019
14734,109108-124029-147499
14735,109109
14736,109111-109756-109801
14737,109121-109935-109937-110255-110387-110603-110707-111034-111215-111287-111581-112455-112781-113067-115857-123787-124476-128191-140653-150672
14738,109123-109185-109187-110279
14739,109125-109135
14740,109131-109145-109201-109251-109289-109325-112933-116445-117539-121049-121765-122142-122935-124173-143071-143270-156207-156209-156969-162560
14741,109146-111749-111799-112899-115201-115261-115567
14742,109147-109448
14743,109151-109155-109991
14744,109159-109167-109173-109175-109177-109363-109943-110497-110913-110959-111063-115267-128165-143835-147094-150270
14745,109183-109525-109569
14746,109191
14747,109195-109197-109199-109287-109307-109333
14748,109203
14749,109205
14750,109207
14751,109209
14752,109211
14753,109213
14754,109215
14755,109217
14756,109219
14757,109221
14758,109223
14759,109225
14760,109227
14761,109229
14762,109231
14763,109233
14764,109235
14765,109237
14766,109239
14767,109241
14768,109243
14769,109245
14770,109247
14771,109249
14772,109260
14773,109261
14774,109301-109303
14775,109311
14776,109315-110021-126094-126873-128347-131618-132611
14777,109317-109319-122461-122479
14778,109347-109403-110081-110355-134951-134953
14779,109351-109717-110543-110557-122678-122683-122781-138911-138969-142726-142786-144226-144240-154175-154573-157070-158962-162611-162632
14780,109359-110728-111223-111225-116023-116194-117184-117229-117327-117355-117835-117911-118731-118929-119082-119121-119281-119299-121147-121193-121215-121239-121243-121451-121854-122032-122042-122083-122146-122148-122171-122176-122443-122913-123059-123288-123727-123864-123891-123991-123993-125014-125049-125283-125285-125560-125597-125697-126845-126883-127109-128098-128105-128337-129081-129215-131177-131611-131645-132192-133225-134512-137723-137791-137853-138258-142764-142805-148466
14781,109369-109521-109607-109875-109901-109963-111108
14782,109395-109399-109649-109787-111861-112249-112661-112709-112747-112871-112873-112883-112921-112923-113543-116833-116839
14783,109413
14784,109433-109563-109687-109851-110083-110089-110351-110687-111259-117159
14785,109449
14786,109483
14787,109489
14788,109495-109619-109705-109721-109729-109737-109743-109773-109981-109997-110157-110163-110173-110175-110179-110191-110203-110213-110253-110257-110267-110295-110363-110894-110998-111001-111025-111035-111037-111129-111188-111329
14789,109497
14790,109503-122651
14791,109507
14792,109527-109873-110649-117400-117402-117415-121932-122423
14793,109571-109578-109647-109771-109819-110895
14794,109575
14795,109579-109789
14796,109609-109635-110033-110727
14797,109629-109631-109719-111423
14798,109639-109679-109797-109955-110331-115741-115743-115745-116089-116123-116215-117467-117527-117543-117625-117959-118035-118513-118547-119003-119033-119081-119091-119301-119451-119469-119523-119583-119843-121351-121403-121795-121837-121839-121865-121867-122433-122453-138233-147158-160666
14799,109675-109681
14800,109757-109831
14801,109777
14802,109853-110117
14803,109865-109939-117929-120475-125464-125549-125551-129385-129759-146794-148939-149071
14804,109869
14805,109877-110399-110429-110431-110669
14806,109913-110389-115255-123677-125219-125447-125501-126223-126253-136877-143487-158018-158090
14807,109927-111585-111683-111790-112120-112273-112274-112343-112461-112615-112643-112727-112731-112745-112912-113487-113545-113789-113817-113824-113892-113929-113965-113971-114013-114065-114170-114423-114522-114741-114746-114932-114949-114971-115002-132129-137060
14808,109931-110751-110753-110757-110761-110763-110877
14809,109961-109985
14810,110003-110921-111039-116727-136987
14811,110013-110115
14812,110041-113431-119587-138152
14813,110095
14814,110097-110103-111689-111839-112085-112833-112841-112847-112855-113074-113101-113223-113266-113273-113293-113432-113479-113601-113627-113689-113707-114489-114747-115171-115190-115221-115235-115285-115315-115557-115589-115593-115599-116078-116103-116153-116377-116487-116913-116929-117197-117333-117640-117648-117808-118011-118439-118503-118629-118687-118697-118711-118735-118742-118779-118803-119072-119295-119343-119460-119825-120125-120131-120742-120745-124360-124796-125261-137185-140217-144098-144103-149165-149181-159519-160608
14815,110129
14816,110177-112867-121473-121583-121933-123541-123679-142717-142824-142881-142993-142996-143362-143753-144346-144352-145479-145484-147289-148163-148450-148579-148838-155092-155134-159027
14817,110181-110371-110373-110375-110541-110551-110567-110591-111667-113311-113313-113315-113391-140401
14818,110187-110189-110227-111387-111389-161060
14819,110193-115765
14820,110205-110229-110237-122221-128877-128905-128917-131273-134785-136935-136973-144199-144231-144255-145893-149478
14821,110207-110493
14822,110215
14823,110223
14824,110233-125191
14825,110235
14826,110245-110369-110697-110699-110721-111351-111353-111355-111357-111369-111373-111385-111401-111817-111849-113395-113731-122003
14827,110273-112931-113337-114819
14828,110299-110341-110393-110489-110631-131601-140762
14829,110311
14830,110333-110365-111709-114183-124651-139385-139387
14831,110345-114841-116573-117535
14832,110357-111250-111467-112135-112523-125211-127940-151687
14833,110377-130221
14834,110403-111405
14835,110405
14836,110407-110749-111008-111087-114279
14837,110411-110479
14838,110417
14839,110439
14840,110441-116712
14841,110445-110455
14842,110459
14843,110460
14844,110461-110714
14845,110495-114001-114027-123289-123857-123988-125915-126369-130083-130155-131574-131949-141811-141879-141882-142448-142485-142502-142709-142862-142875-143052-143315-144619-144838-145485-145713-145716-145859-147057-150364-155670-158683
14846,110503
14847,110523-110639-110711-111458-113414-113826-114259-136157
14848,110535-110931-110945-149560
14849,110561-111069
14850,110573-110643-111073-111081-123792-141723-141725-154894-155192
14851,110599-112521-112874-112891-113494
14852,110601-110607
14853,110611-137043-137055-137499-138445-152850-154719
14854,110617
14855,110625-110641-113898
14856,110645-110676-121458-121673-122714-122747-122748-134654
14857,110651-110701-110879-111006-111045-111095-111251-112158-132232-132509-132510-133248-134301-135004-136000-139494
14858,110661-116769-116851
14859,110677-111057-111181-111751-111784-112052-112367-112379-112423-112512-112999-113247-113277-113417-113433-113647-113755-113763-113819-113837-113893-113895-114823-114857-114973-115601-115699-115975-116211-116212-117063-118037-118685-118709-118809-118847-118871-118919-118921-120015-120105-121467-121505-121976-122157-122307-122333-122469-123225-123281-123548-123887-123889-124713-125199-125237-125349-127579-127859-128822-132373-134688-135398-135415-135889-137084-137293-138839-140056-140608-146625-146963-146970-148690-148949-149586-151877-158181-159071-159073-159184
14860,110709-117905-123900-124511
14861,110713-110717-126327
14862,110715
14863,110719-110889
14864,110723-110893
14865,110729-116954-116963
14866,110731
14867,110743
14868,110755-110765-112112
14869,110771-110885-110933-111133-111139-111257-111755-111835-112238-112410-112669-115207-115213-115215-115219-115513-115947-115949-115969-124665-124748-160010-161514-161547-161575-161622-161634-161651-161679-161703-161717-161733-161741-161747-161757-161817
14870,110777
14871,110779
14872,110781
14873,110783
14874,110785
14875,110787
14876,110789
14877,110791
14878,110793
14879,110795
14880,110797
14881,110799
14882,110801
14883,110803
14884,110805
14885,110807
14886,110809
14887,110811
14888,110813
14889,110815
14890,110817
14891,110819
14892,110821
14893,110823
14894,110825
14895,110827
14896,110829
14897,110831
14898,110833
14899,110835
14900,110837
14901,110839
14902,110841
14903,110843
14904,110845
14905,110847
14906,110849
14907,110851
14908,110853
14909,110855
14910,110857
14911,110859
14912,110861
14913,110863
14914,110865
14915,110867
14916,110869
14917,110871
14918,110873-111221-111569-113063-113110-113449-113573-113927-147531-147563-149026-149029-158283-158378
14919,110897
14920,110935-120691-120711-137223
14921,110939-111027-111033-111239-111947-112233-112725-115391-118671-120079-135667-137233-144569-145103-152491-158116-159507
14922,110943
14923,110963-116425-121651-122211-122255-122435-122657-123175-123199-123205-124205-124231-124257-124337-125485-125493-125583-125607-125655-126370-126373-126375-126393-126508-126587-126607-126947-126966-127327-127811-127874-128234-128391-128393-128395-128397-128399-128401-128403-128768-129029-129061-129254-129297-129303-129623-129909-130079-130140-130303-130305-130603-131012-131773-132011-132121-132125-132331-132769-132771-132773-132775-132777-135585-135855-135911-135941-138031-138546-138569-138793-138856-138909-139001-139186-139644-139681-139683-140152-140708-140726-140787-140789-141163-141629-141697-142277-142643-143408-143505-145189-145496-150797-150826-153266-155129-155256-155261-155313-155906-156736-158314-159812-159815-162379
14924,110967
14925,110975-112001-112029
14926,110979-110981-110983-110997-111189-111731-118041
14927,110999-111041-118891-150849-151482-152046-152048-155440-156048-160162-160191
14928,111003-111101-111131-111311-111331-111365-111471-111719-111785-112493-112857-113739-114839-115433-115437-116073-116663-117475-132417
14929,111005-111209-113076
14930,111007-111465-111896-112190-117451-127316-127941-127955-131515-131874-137089
14931,111009-111199-111772-113495-113590-114863
14932,111015-111017-112325-112327-112345-112711-112717-112729-112775-112895-118909-118915-119293-128569-130879-132275-132500-133073-133075-133077-133130-145835
14933,111021-112525-112533
14934,111023-111347-111391-148348
14935,111031-111999
14936,111047
14937,111051
14938,111053
14939,111093
14940,111109-112173-114251-123916-123926-152905
14941,111119
14942,111157
14943,111175-111531-112193-112649-112705-112719-113007-113049-113081-113237-113239-113319-113323-113331-113339-113393-113803-113957-113973-113985-114171-114185-114187-114263-114340-114383-114421-114431-114491-114811-114987-115019-115043-115045-115053-115077-115079-115117-115143-115175-115177-115225-115323-115343-115535-115773-115939-116383-117177-117193-117203-117211-117217-122953-128912-136901-136903-153693-153697-153700-153892-153895-153965-154856-154875-154985-158511-158893-158895-158897-160389
14944,111179-113421-116361-116971-119449-125867-130997-133153-134243-146083-147020
14945,111185-111261-113613-113853-113855-115551-115555-115595-116279-119315
14946,111187-111571-111583-111801-111845-112501-112503-112561-112602-112677-113061-113111-113119-113129-113269-113326-113503-113791-113823-114165-114167-114341-115003-115127-115131-115293-115313-115519-115520-116117-116157-116197-116205-116213-116253-116313-116651-116759-116778-117107-117357-117360-117367-117447-117545-117623-117809-117903-117953-117965-118039-118064-118073-118079-118703-118793-118889-118913-118993-119025-119183-119917-120027-120072-120551-120587-121241-121877-121904-122787-123087-123201-123278-129150-133181-141473-142007-142121-142449-142592-146755-148889-149078-149210-151006-151069-159337
14947,111203-111851-112556
14948,111219-148383-148385
14949,111237-111243
14950,111241-111277
14951,111305
14952,111317-111335-113475-117100-124707-146047-161378
14953,111337
14954,111359-113257-113849-113872-118523
14955,111379-117167-130226-142459-142639-143261
14956,111409
14957,111421-116517-117829-118741
14958,111425-157623
14959,111427-111429-113359
14960,111433-118875
14961,111435
14962,111447-111451
14963,111455-111457-111459-111481
14964,111469-111537-111897
14965,111473
14966,111487-111497-111819
14967,111495-149653
14968,111521-113225-113229-115887-117987-140914
14969,111523-112160-114413-148646
14970,111529-111625-138423-138425-138431-142205-158785-158787-158804
14971,111535-134709
14972,111563
14973,111565
14974,111587
14975,111599-112271-112285-123708-133413
14976,111617-111621-112877-112887-113579-113582-113591-113825-119882-120419-121985-122673-124314-143462-143856-145110-145294-145344-150366
14977,111619
14978,111629-111685-112138-112275
14979,111633-111645-111647
14980,111634-111648-113244
14981,111635-111649-113245
14982,111651
14983,111655-145193
14984,111659-111673-111675-111775-111903-112065-112069-112075-112263-112313-112513-112535-112595-112803-112807-112907-112915-113039-113055-113073-113263-113271-113329-113499-113569-113765-113769-113785-113935-114037-114097-114099-114103-114235-114303-114321-114761-114907-114933-114957-114967-115105-115237-115307-115441-115521-115525-115851-115875-115891-115899-115937-116201-116203-116209-116225-116569-116583-116969-117055-117101-117109-117601-117605-117871-117887-118569-118649-118752-118820-119051-119581-119827-119997-120037-120407-120415-120441-120979-120989-121051-121092-121225-121253-121385-121425-121445-121543-121596-121719-121833-121844-121855-121915-122041-123060-123311-123469-123497-123611-123713-123731-123907-123997-124201-124305-124365-124615-124931-124954-125032-125710-125725-125795-125978-125991-126007-126227-126409-126545-126585-127295-127913-128123-128407-128741-128745-128747-128749-128769-128919-129155-129157-129213-129316-129335-129495-129927-129943-130007-130208-130270-130395-130425-130467-130821-131331-131461-131731-131762-131932-132227-132315-133889-134313-134997-135222-135293-135507-135703-135780-136875-137986-139091-139935-140135-140417-140610-140897-141315-142269-142469-142873-142989-144171-144175-144549-145006-145013-145025-145029-145115-145119-145258-145274-145327-145494-145788-145872-145991-146498-147122-147857-148340-148765-149374-149609-150213-150975-152169-153391-153397-153607-153623-153627-153887-153912-155253-155803-156653-156869-157203-157296-157367-157551-158241-158385-158746-158805-159425-159521-160043-161056-161067-161419-161975
14985,111701-112465-112547-116703
14986,111725
14987,111727-111791-136167-139628
14988,111733-111741
14989,111735-112469
14990,111773-111975-111979-112121-112244-112603-112805-112879-113701-113821-115069-115111-115179-115191-115839-115869-115871-115877-115966-115970-115999-116005-116402-116405-116831-118013-118029-120050-120059-121207-121327-121431-121845-122033-122305-126953-129264-130163-130165-132983-132995-136775-138497-138654-138825-142923-160316-160430
14991,111797
14992,111805-112077
14993,111813-116175-144392-144868
14994,111821
14995,111857-112307-112309-112363-112439-116937-119207-119211-119213-119215-128907-128909-128911-128913-128915-133979-136735-136737-138235-138237-138661-142645-143010-143251-147519-150759-150761-150763-151637-151639-151641-151723-151725-154072-154075-154077-154079-154081-154083-156417-156743-156745-157547-157549-157845-157847
14996,111895-112141-112159-112177-112191-112555
14997,111925-111969-112017-112049-112053-112059-112073-112089-112225-112301-112319-112321-112355-112374-112431-112445-112667-112675-112733-112759-112761-112913-113075-113089-113103-113289-113447-113577-113583-113963-114521-115481-115687-115845-116481-118065-120095-120141-121341-121798-121979-121991-121999-122177-122190-122245-122377-122437-122467-122530-123099-123265-124494-124739-125169-125301-125723-125767-126385-126427-126655-127222-130498-131197-131597-133187-133389-135229-137004-141615-143203-143688-144017-144675-145259-145428-145717-145762-147793-148583-148607-148624-149947-150573-150603-150607-151643-151954-152425-153271-156721-156726-156737-156777-156799-156823-158503-158610-158715
14998,111941-112665-112955-113027
14999,111953-112441-112557-112875-113267-113327-113397-114151-117944
15000,111989
15001,112031-125004
15002,112035-112079-112081-134437-134447
15003,112101
15004,112113-112157-112161
15005,112115-157741
15006,112117
15007,112119-112443-112863-115449-115785-116881-117021-118445-118447
15008,112123
15009,112139-112245-114995-116909-116955
15010,112145-113977
15011,112179-112391-112489
15012,112181-112297-112375-112505-112639-113456-123782-123868
15013,112183
15014,112185-112187
15015,112195
15016,112223
15017,112239-112380
15018,112265-112411
15019,112269-112292-112587-112634-112637-116077-129992-153877
15020,112287-112551-112597
15021,112291-112389-112945-113779
15022,112293-112381-115849-124501-125205
15023,112323-112403-113325-113477-113951-121025-121043-128763-128866-134810-134821-135363-135674
15024,112385-112559-112767-112909-123479-135205-140759-142681-144358-161368
15025,112412-112418-129285
15026,112413-112419-118101
15027,112459-118473
15028,112477-112629-120417-120423-120433
15029,112491-112517-112989-162397
15030,112497-112601-112689
15031,112507
15032,112515
15033,112529
15034,112545-122407-126159
15035,112553
15036,112565-116119-153875
15037,112571-112631
15038,112593
15039,112617-113013-113773-119433-120567-138977-144227-144275-149378-150330-150723
15040,112635-129986-129993-130009
15041,112657-112783-113399-113453-113631-113745-114035-139333-139393-139409-139435-139453-139602-139811-142333-142519-143920-143925-149633-149745
15042,112673-112967
15043,112701-112703-112715-112941
15044,112707-161337-161355-161435
15045,112723-112753
15046,112765-113109-113575-113628
15047,112821-112897-113667
15048,112823-112825-112837-112849-113009
15049,112827-124247-143209-149343-150205-150207
15050,112929-113031-113071-113401
15051,112937-112959-112985-113379-115231-115409-115669-121777-143886-143893
15052,112943
15053,112949-112953
15054,112963-112997-113519-127373
15055,112971-115063-118851-118931-122973-122981-126218-126263-130014
15056,112983-114807
15057,113011
15058,113045-113051
15059,113069-113077-113091-117373
15060,113079-115029-117187-128963-132713-132731-133537-133656-135902-136466-143223-143269-159999
15061,113125-114049
15062,113127-113301-113415-113457-113851-113873-114399-114419-115115-115133-115971-115972-116595-116614-116821-117386-117443-117525-117647-117649-121569-121639-125117-125898-130135-130153-130647-130835-133981-134479-136739-159080-160932
15063,113133-115659-116262-116329-124971-124974-142392
15064,113137
15065,113139
15066,113141
15067,113143
15068,113145
15069,113147
15070,113149
15071,113151
15072,113153
15073,113155
15074,113157
15075,113159
15076,113161
15077,113163
15078,113165
15079,113167
15080,113169
15081,113171
15082,113173
15083,113175
15084,113177
15085,113179
15086,113181
15087,113183
15088,113185
15089,113187
15090,113189
15091,113191
15092,113193
15093,113195
15094,113197
15095,113199
15096,113201
15097,113203
15098,113205
15099,113207
15100,113209
15101,113211
15102,113213
15103,113215
15104,113217
15105,113219
15106,113221
15107,113249-114639-115439-126151-126153-126155-126161-126167
15108,113259
15109,113275-118635
15110,113285
15111,113286-113297-113665
15112,113287-113303-113305
15113,113295
15114,113349-125799-154351
15115,113353-130223-133091-133691-138443-138901-139783-143747-149981-150713-150751-151489-151715-155379-155385
15116,113355-118783-126629
15117,113361
15118,113365
15119,113367
15120,113375
15121,113381-113509
15122,113384-116677-116691-130797
15123,113385-116743-117038
15124,113387-140325-158966
15125,113411
15126,113423
15127,113425-114109-114409-114429-118531-118647-118873-118985-119083-119421-119427-119504-119611-120743-121011-122036-134647-153196-153200
15128,113435-114201-114325-114759-115895
15129,113439-113865-114479
15130,113443
15131,113451
15132,113465-113467
15133,113472-117347-117565-123051-123279-123313-123412-132263
15134,113473
15135,113491-113505-113911-113939-114803
15136,113493
15137,113541
15138,113551-113553-113555-113557-113559-113561-113565-113587-113589-114107-128855-130619-132031-132033-132035-132037-132039-132041-132043-132045-132047-132049-141635
15139,113563-113585-113593-113904-113941-113942-131547
15140,113595-113603-113629-114737
15141,113597
15142,113617-113621-113753-114524-114526-114528-114530-114532-114534-114536-114538-114540-114542-114544-114546-114548-114550-114552-114554-114556-114558-114560-114562-114564-114566-114568-114570-114572-114574-114576-114578-114580-114582-114584-114586-114588-114590-114592-114594-114596-114598-114600-114602-114604-114606-114608-114610-114612-114614-114616-114618-114620-114622-114624-114626-114628-114630-114632-114634-114636-114644-114646-114648-114650-114652-114654-114656-114658-114660-114662-114664-114666-114668-114670-114672-114674-114676-114678-114680-114682-114684-114686-114688-114690-114692-114694-114696-114698-114700-114702-114704-114706-114708-114710-114712-114714-114716-114718-114720-114722-114724-114726-114728-114730-117674-117676-117678-117680-117682-117684-117686-117688-117690-117692-117694-117696-117698-117700-117702-117704-117706-117708-117710-117712-117714-117716-117718-117720-117722-117724-117726-117728-117730-117732-117734-117736-117738-117740-117742-117744-117746-117748-117750-117752-117754-117756-117758-117760-117762-117764-117766-117768-117770-117772-117774-117776-117778-117780-117782-117784-117786-117788-117790-117792-117794-117796-117798-117800-117802-117804-117806-118118-118120-118122-118124-118126-118128-118130-118132-118134-118136-118138-118140-118142-118144-118146-118148-118150-118152-118154-118156-118158-118160-118162-118164-118166-118168-118170-118172-118174-118176-118178-118180-118182-118184-118186-118188-118190-118192-118194-118196-118198-118200-118202-118204-118206-118208-118210-118212-118214-118216-118218-118220-118222-118224-118226-118228-118230-118232-118234-118236-118238-118240-118242-118244-118246-118248-118250-118252-118254-118256-118258-118260-118262-118264-118290-118292-118294-118296-118298-118300-118302-118304-118306-118308-118310-118312-118314-118316-118318-118320-118322-118324-118326-118328-118330-118332-118334-118336-118338-118340-118342-118344-118346-118348-118350-118352-118354-118356-118358-118360-118362-118364-118366-118368-118370-118372-118374-118376-118378-118380-118382-118384-118386-118388-118390-118392-118394-118396-118398-118400-118402-118404-118406-118408-118410-118412-118414-118416-118418-118420-118422-118424-118426-118428-119500-120162-120164-120166-120168-120170-120172-120174-120176-120178-120180-120182-120184-120186-120188-120190-120192-120194-120196-120198-120200-120202-120204-120206-120208-120210-120212-120214-120216-120218-120220-120222-120224-120226-120228-120230-120232-120234-120236-120238-120240-120242-120244-120246-120248-120250-120252-120254-120256-120258-120260-120262-120264-120266-120268-120270-120272-120274-120276-120278-120280-120282-120284-120286-120288-120290-120292-120294-120296-120298-120300-120302-120304-120306-120308-120310-120312-120314-120316-120318-120320-120322-120324-120326-120328-120330-120332-120334-120336-120338-120340-120342-120344-120346-120348-120350-120352-120354-120356-120358-120360-120362-120364-120366-120368-120370-120372-120374-120376-120378-120380-120382-120384-120386-120388-120390-120392-120394-120396-120398-120400-120402-120404-121499-121591-121753-122020-122513-122977-123373-125960-128662-129364-132872-136098-140454-144910-146250-146262-146340-147782-148314-160892
15143,113633-115639-117811-118289-118609-118617-137867-137889-137891-137893-137895-139391-148209-148215
15144,113635-114017-114229-114311-116267-116431-117147-117361-120150-120413-121191-122069
15145,113671
15146,113685-114999-115005
15147,113729-115385-115407
15148,113741-113917
15149,113742-113782-117477-117479-131389-131504
15150,113743-113783-131395-131687
15151,113767-113839-115377-115763-116571-116617-117083-117090-120498-153068
15152,113775-113813-114079-116683
15153,113793-113805-125007
15154,113795-113905-113943-137612
15155,113801-113811-113975-125215-125843-125845-138257-142145-142761-142763-142913-143695-159266
15156,113807-113841-116401
15157,113815
15158,113827-115373-116664-116919-116925-117922
15159,113845-113899
15160,113857-114213-114879
15161,113880-114992-135882-147683
15162,113881-113936-147840
15163,113931-114178
15164,113933
15165,113937-114993-117969-122979-128261
15166,113955-129365
15167,113959
15168,113967-115399-115401-115431-115459-115463-115527-115543-154317
15169,113987
15170,113989
15171,113995-140410
15172,113999
15173,114003-115339-115984-115989-116319-117419-118824-130403-131322-131421-150380-151864
15174,114005-115403-115677-121691-125523-126897-126935-127223-127401-127937-130209-133807-133867-134949-137061-137131-142615-144371-146900-147021-148369-148419-148599-148916-151095-153139-154585-156129-158565
15175,114007-114047-114301-114401-114417-129255-129257
15176,114025-114033-114503-114763-114877-114951-115309-115361-115769-115803-115840-115952-115964-115967-115973-115985-122191-122223-122295-123031-123043-123130-123397-123458-123517-123587-123718-123829-123846-123921-123932-124143-124411-126095-140120
15177,114043-114287-121395-155037-155077
15178,114051-114053-114055-114057-114059-114061-114063
15179,114068
15180,114069
15181,114077
15182,114111-114891
15183,114113-114127-114241-115755
15184,114135
15185,114141-114799
15186,114145
15187,114175
15188,114179-115777-116171-124473
